face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
954,32.0,male,married,jazz,Focused Of The Terrifying,St Louis Rams,Chadwick,Hoffman,general_education,Went to Bear Valley Charter School,Electronics Direct,Works asconstruction_worker atElectronics Direct,"['The Fifth Element', 'Chappie', 'Edge of Tomorrow']","['The Revenant', 'Saving Private Ryan', 'Fifty Shades of Grey']",,المرحوم,Grace [Eventually]: Thoughts on Faith,Tijan,حسن كمال,Anne Lamott,Melon Lime Slushy ,Baked Pork Chops with Parmesan-Sage Crust ,Puebla-Style Fiesta Turkey in Mole Sauce ,Tamaqua,PA,4,hufflepuff,reptiles,Sandbox,Blockland,341,8,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
955,48.0,female,married,rock,E.N.O.P.,Atlanta Falcons,Jessica,Bercegeay,general_education,Went to Pioneer University,Solutions Internet East,Works ascook atSolutions Internet East,"['The Dark Knight', 'Rise of the Planet of the Apes', 'Suicide Squad']","['Zootopia', 'Ghostbusters', 'Charlie and the Chocolate Factory']",Walking Disaster,Get Shorty,The Bazaar of Bad Dreams,Jamie McGuire,Elmore Leonard,Stephen King,Apple-Cranberry Crumb Pie ,Modern Sausage Sandwich with Ginger and Mustard Relish ,Sweet 'n' Spicy Sriracha-Glazed Salmon ,Rogersville,TN,3,slytherin,birds,Racing,Need for Speed Underground,333,19,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
956,29.0,female,married,electronic,Taxable Diploma And The Helmet,Cincinnati Bengals,Winnie,Crow,general_education,Went to Willow Park High,Software Internet Speed,Works ascook atSoftware Internet Speed,"['The Hangover Part III', 'Captain Underpants: The First Epic Movie', 'Scouts Guide to the Zombie Apocalypse']","['부산행', ""Child's Play 3"", 'The Hunger Games: Mockingjay - Part 1']",The Sum of All Fears,7th Heaven,How Will You Measure Your Life?,Tom Clancy,"James Patterson, Maxine Paetro","Clayton M. Christensen, James Allworth, Karen Dillon",Smoked-Salmon Crêpe Torte ,Lemon Ice Torte with Strawberry-Rhubarb Sauce ,Cannellini with Pork and Rosemary ,Bokchito,OK,4,hufflepuff,dogs,Music,Guitar Hero Live,359,6,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
957,9.0,female,single,electronic,E.H.O.F.I.,Chicago Bears,Glory,Belk,none,Goes to Village Elementary,unemployed,,"['Equals', 'The Matrix', 'Captain America: The First Avenger']","['Tomorrowland', 'Terminator 3: Rise of the Machines', 'The Purge']",A Man Named Dave: A Story of Triumph and Forgiveness,"A War of Gifts (The Ender Quintet, #1.5)",The Princess and the Goblin,Dave Pelzer,Orson Scott Card,"George MacDonald, Arthur Hughes",Trio of Mini Pound Cakes ,Marinated Squid and Fennel ,Mesa Barbecue Sauce ,San Lorenzo,NM,3,ravenclaw,fish,Music,Just Dance 2014,0,2,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
958,43.0,male,married,jazz,126 Liquid,Cleveland Browns,Joshua,Cook,master,Went to Sunshine University,Internet Solutions Star,Works assoftware_developer atInternet Solutions Star,"['The Twilight Saga: Breaking Dawn - Part 2', 'Beautiful Creatures', 'Maleficent']","['Zodiac', 'Gone Girl', 'Boyka: Undisputed IV']",Mattimeo,РУКАВИЧКА: Українська народна казка,How Will You Measure Your Life?,Brian Jacques,Jan Brett,"Clayton M. Christensen, James Allworth, Karen Dillon",Pisco Punch ,Flounder with Champagne Grapes ,Nectarine-Raspberry Crisp with Spiced-Oatmeal Crumb Topping ,Royal Palm Beach,FL,2,ravenclaw,cats,Adventure,LEGO Batman: The Videogame,567,11,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
959,33.0,female,single,electronic,Taxable Diploma And The Helmet,Carolina Panthers,Heidi,Eggers,general_education,Went to Green Meadows Grammar School,Galaxy Hill Alpha,Works ascook atGalaxy Hill Alpha,"['La terza madre', 'Dracula', 'Carrie']","['Maleficent', 'Forrest Gump', 'Wild Orchid']",,A Faint Cold Fear,Kitty and the Midnight Hour,Lisa Scottoline,Karin Slaughter,Carrie Vaughn,"Spinach, Mustard Green and Potato Soup ",Stuffed Artichokes ,Kale with Pickled Shallots ,Geneva,IL,3,slytherin,dogs,Sandbox,Windward,0,6,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
960,5.0,female,single,folk,Nobody Of Shafted,New York Jets,Petra,King,none,Goes to Horizon Kindergarten,unemployed,,"['Gravity', 'Fantastic Four', 'Terminator 2: Judgment Day']","['Twilight', 'Jupiter Ascending', 'Blade II']",Evicted: Poverty and Profit in the American City,The Silent Sister,Marked,Matthew Desmond,Diane Chamberlain,"P.C. Cast, Kristin Cast",Panfried Almond-and Sesame-Dusted Chicken ,Baked Ham with Mustard-Red Currant Glaze and Rhubarb Chutney ,Sweet Potato Biscuits ,Luling,LA,2,gryffindor,cats,Music,Dance Central 2,0,2,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
961,18.0,female,married,tibetian throat singing,,New York Giants,Debbie,Poole,general_education,Went to Golden Sierra High,Speed Direct Resource,Works aspainter atSpeed Direct Resource,"['Maleficent', 'The Green Mile', 'Ghostbusters']","['Cowspiracy: The Sustainability Secret', 'Comedian', 'The Summit']",Between the World and Me,The Mysteries of Pittsburgh,The Westing Game,Ta-Nehisi Coates,Michael Chabon,Ellen Raskin,Dried Chile Salsa ,Ginger Cheesecake with Sour Cherry Compote ,Savory Lobster Bread Puddings with Vanilla Chive Sauce ,Romeville,LA,1,gryffindor,dogs,Role-Playing,The Elder Scrolls V: Skyrim,0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
962,12.0,male,single,rock,Carving Quake 5,Baltimore Ravens,John,Toney,none,Goes to Silver Creek Middle School,unemployed,,"['Wind River', 'Collide', 'Alien']","['Stardust', 'Fifty Shades Darker', 'Pride & Prejudice']",Blockade Billy,La sombra del viento,Shiver,Stephen King,"Carlos Ruiz Zafón, Lucia Graves",Maggie Stiefvater,Summer Fruit and Meringue Trifle ,Chive and Parsley Mashed Potatoes ,Butterflied Pork Loin on the Grill ,Lime Lake,NY,3,ravenclaw,fish,Platform,Spyro the Dragon,0,5,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
963,31.0,male,married,tibetian throat singing,,San Francisco 49ers,Thomas,Anderson,general_education,Went to Summerfield School,Max Hill,Works asconstruction_worker atMax Hill,"['卧虎藏龙', 'Mighty Aphrodite', 'The Mortal Instruments: City of Bones']","['La La Land', 'Kidnap', 'The Beguiled']",The Path of Daggers,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Homo faber: Ein Bericht,Robert Jordan,"Ed Catmull, Amy Wallace",Max Frisch,Sweet Potato Soup with Lobster and Orange Crème Fraîche ,Sazerac ,Pickled Pearl Onions ,Wilson,PA,2,slytherin,rodents,MMO,The Elder Scrolls Online,773,7,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
964,25.0,male,married,country,R.E. Socialist,Carolina Panthers,Matthew,Ricks,master,Went to Sandalwood University,Graphics East Future,Works aslawyer atGraphics East Future,"['Doctor Strange', 'DragonHeart', 'Maleficent']","['The Big Sick', 'I.T.', 'The Dark Knight']",Inside the O'Briens,What Katy Did  ,Good Wives,Lisa Genova,Susan Coolidge,Louisa May Alcott,Chicken with Vegetables and Parsley Dumplings ,Chopped Salad ,Grilled Flank Steak and Red Onion with Orange Gremolata ,Valley Head,WV,1,ravenclaw,birds,Action,Grand Theft Auto V,0,4,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
965,24.0,male,single,electronic,E.U.D.,Cleveland Browns,Eric,Delgado,bachelor,Went to Whale Coast College,Direct Virtual,Works assoftware_developer atDirect Virtual,"['Terminator 3: Rise of the Machines', '부산행', 'The Bye Bye Man']","['The Twilight Saga: Breaking Dawn - Part 1', 'The Wizard of Oz', 'Harry Potter and the Chamber of Secrets']",Mr. Kiss and Tell ,Winter's Bone,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,"Rob Thomas, Jennifer Graham",Daniel Woodrell,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",Chicken Clay Pot ,Bread and Butter Pudding ,Polenta With Mushrooms ,Queenstown,MD,1,ravenclaw,cats,MMO,The Elder Scrolls Online: Tamriel Unlimited,0,2,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
966,29.0,female,married,country,A.P. Nothingness,New York Giants,Betty,Hill,bachelor,Went to Monarch College,Digital Resource Direct,Works associal_workerat Digital Resource Direct,"['Jiro Dreams of Sushi', 'Man on Wire', 'Taxi to the Dark Side']","['The Captains', ""Microcosmos : Le Peuple de l'herbe"", 'Cesare deve morire']",The Demon King,Joyland,,Cinda Williams Chima,Stephen King,Erin Hunter,Chimichurri Sauce ,Fettuccine con Carciofi ,Pea and Mint Couscous ,Helen,GA,2,gryffindor,fish,Visual Novel,Utawarerumono: Mask of Truth,724,4,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
967,21.0,female,single,rock,P.C. Disability,San Diego Chargers,Barbara,Mcgwin,doctor,Went to Somerset School of Fine Arts,Consulting Adventure Alpha,Works as doctor at Consulting Adventure Alpha,"['La La Land', ""Miss Peregrine's Home for Peculiar Children"", 'La vita è bella']","['Dawn of the Dead', 'Scouts Guide to the Zombie Apocalypse', 'Poltergeist']",Big Stone Gap,Mercy,De amor y de sombra,Adriana Trigiani,Julie Garwood,"Isabel Allende, Margaret Sayers Peden",Herbed Roasted Winter Vegetables ,Teotitlan-Style Black Mole ,Royal Chicken Cooked in Yogurt ,Trenton,MO,2,gryffindor,birds,Action-Adventure,The Last of Us,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
968,35.0,female,married,folk,W Analogy,Atlanta Falcons,Jacalyn,Villalobas,general_education,Went to Granite Bay School,Industries Pacific,Works aspainter atIndustries Pacific,"['Wish Upon', ""Don't Breathe"", ""Child's Play 2""]","['O Auto da Compadecida', 'Kingsman: The Secret Service', 'Grown Ups']",A Civil Campaign,"Maid for Love (Gansett Island Series, #1)",Earth Abides,Lois McMaster Bujold,Marie Force,George R. Stewart,Tomatillo and Yellow Tomato Salsa with Tortilla Chips ,"Swordfish with Orange, Honey and Soy ",Caesar Potato Salad with Sugar Snap Peas ,Albany,VT,3,hufflepuff,cats,Visual Novel,Tears to Tiara II: Heir of the Overlord,0,5,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
969,36.0,female,married,country,Thrust Incest 182,Philadelphia Eagles,Dorothea,Daly,bachelor,Went to Sunshine University,Speed Advanced,Works associal_workerat Speed Advanced,"['Alien: Resurrection', 'Grave', 'Drag Me to Hell']","['Iron Man', 'Avengers: Age of Ultron', 'Captain America: Civil War']",,Dragon bound,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,Jonathan Cahn,Thea Harrison,Gavin de Becker,Sunshine Cherry Jam ,Easy Apricot Almond Tart ,Spiced Matzo Chips ,West Rushville,OH,3,gryffindor,reptiles,Sandbox,Planet Explorers,110,5,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
970,30.0,male,married,heavy metal,Mechanical Existence,San Diego Chargers,Charles,Dossett,bachelor,Went to Savanna Technical School,Signal Power Provider,Works asaccountant atSignal Power Provider,"[""Child's Play"", '47 Meters Down', '47 Meters Down']","['The Purge: Anarchy', 'Poltergeist', 'Frankenstein']",God's Smuggler,Twisted,Saving Francesca,"Brother Andrew, Elizabeth Sherrill, John Sherrill",Emma Chase,Melina Marchetta,"Fried Mozzarella with Anchovies, Capers, and Garlic Sauce ",Winter White Salad With Endive and Pomegranate ,Baby Bellini ,Riverview,MI,4,slytherin,reptiles,Simulation,The Sims: Unleashed,889,4,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
971,31.0,female,single,rock,P.C. Disability,Detroit Lions,Paul,Bruno,master,Went to Whitewater College,Architecture Omega Graphics,Works aspilot atArchitecture Omega Graphics,"['卧虎藏龙', 'Grease 2', 'Fatal Attraction']","['The Martian', 'The Pursuit of Happyness', 'Rough Night']",,La solitudine dei numeri primi,A Woman of Substance ,BookRags,"Paolo Giordano, Shaun Whiteside",Barbara Taylor Bradford,Dark Chocolate and Lime Souffles ,Kir ,Scallop Siu Mai Spring Moon ,Parole,MD,2,ravenclaw,cats,Puzzle,Pac-Man Collection,0,3,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
972,36.0,male,married,jazz,Gator Of Physically,Cincinnati Bengals,Robert,Davis,general_education,Went to Coral Springs High School,Building Vision,Works ascook atBuilding Vision,"['Allegiant', '28 Days Later', 'Minority Report']","[""Microcosmos : Le Peuple de l'herbe"", 'Touching the Void', 'The Cove']","The Recruit (Cherub, #1)",Bookends,Nine Rules to Break When Romancing a Rake,Robert Muchamore,Jane Green,Sarah MacLean,Perfect Roast Chicken ,Peach Baked Alaskas with Spiced Peaches and Raspberries ,Orange Braised Chicken Thighs with Green Olives ,Welcome,MN,1,hufflepuff,fish,Platform,Crash Bandicoot 3: Warped,514,6,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
973,35.0,female,married,jazz,P.P. Bulk,Buffalo Bills,Maria,Boehm,general_education,Went to Angelwood High School,Building Power,Works asconstruction_worker atBuilding Power,"['The Scorpion King: Rise of a Warrior', 'Snow White and the Huntsman', 'Cinderella']","['Saw III', 'Final Destination', 'The Human Centipede 2 (Full Sequence)']",Armor,Between a Rock and a Hard Place,Bloodfever,John Steakley,Aron Ralston,Karen Marie Moning,Cherry Tomato and Lemon Salad ,Gingered Brioche Summer Pudding with Sour Cream Mascarpone ,"Sheet-Pan Paella With Chorizo, Mussels, and Shrimp ",Siesta Shores,TX,4,slytherin,reptiles,Puzzle,Scribblenauts,181,6,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
974,28.0,female,married,folk,Finishing Boyfriend And The Stamp,Arizona Cardinals,Laverne,Fang,general_education,Went to Apple Valley School,Omega Design,Works ascook atOmega Design,"['Gone Girl', 'Enigma', 'Angels & Demons']","['Wild Orchid', 'Cake', 'Their Finest']",Only the Good Spy Young,Gods in Alabama,The Marriage Bargain,Ally Carter,Joshilyn Jackson,Jennifer Probst,Chocolate Mint Melt-Aways ,English Chili Sauce ,Spicy Skirt Steak ,Bryson,TX,3,slytherin,horses,Strategy,Mario + Rabbids: Kingdom Battle,0,6,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
975,36.0,female,married,jazz,Portside Of The Precious,Kansas City Chiefs,Jean,Bass,bachelor,Went to Silverleaf University,Internet Innovation Electronics,Works asbankerat Internet Innovation Electronics,"['The Dark Knight Rises', 'John Wick', 'Mission: Impossible II']","[""Child's Play"", 'Vice', 'Boyka: Undisputed IV']",Judas Unchained,Fever Pitch,The Scarlet Pimpernel,Peter F. Hamilton,Nick Hornby,Emmuska Orczy,Noodle Soup with Soy-Cooked Pork (Slack Season Tan Tsi) ,Pomegranate Khoresh ,Olive Biscuits ,Heyburn,ID,2,hufflepuff,cats,Adventure,Rugrats: Search For Reptar,0,5,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
976,5.0,female,single,heavy metal,Nameless Noise,Chicago Bears,Maria,Vazquez,none,Goes to Village Elementary,unemployed,,"['The Imposter', 'Senna', 'Grizzly Man']","['Coyote Ugly', 'The Big Sick', 'A Life Less Ordinary']",Krew elfów,Lone Wolf,A Fine Balance,Andrzej Sapkowski,Jodi Picoult,Rohinton Mistry,Seared Scallops on Spinach with Apple-Brandy Cream Sauce ,Sesame Chicken Skewers with Vegetable Slaw ,Sidewalker ,Farwell,TX,3,gryffindor,fish,Platform,LittleBigPlanet,0,2,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
977,32.0,female,single,rock,Hearing Reporting 573,Atlanta Falcons,Wanda,Beaver,bachelor,Went to Pioneer College,unemployed,Unemployed,"['Bedeviled', 'Dark Skies', 'Insidious']","['Cast Away', 'The Dark Knight Rises', 'Gone Girl']",Preacher: Salvation,Small Steps,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It","Garth Ennis, Steve Dillon",Louis Sachar,Karl Weber,Les Merveilles ,Hot Crab Dip ,Pineapple-Glazed Chicken with Jalapeño Salsa ,Avery,TX,4,slytherin,reptiles,Action,Grand Theft Auto: Vice City,0,7,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
978,49.0,female,single,rock,Hearing Reporting 573,Pittsburgh Steelers,Iris,Robinson,master,Went to Whale Coast College,Network Provider Direct,Works asmanager atNetwork Provider Direct,"['Supersonic', 'I Am Not Your Negro', 'Religulous']","['The Shawshank Redemption', 'Fifty Shades of Grey', 'The Imitation Game']",The Perfect Son,The Winner's Crime,Misery,Barbara Claypole White,Marie Rutkoski,Stephen King,Black Sea Bass with Sweet-and-Sour Orange Rhubarb Sauce ,Spinach Gnocchi with Fontina Cheese ,Citrus and Peppercorn Dry Brine ,South Fork,PA,4,hufflepuff,reptiles,Action-Adventure,The Last of Us,0,18,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
979,23.0,female,single,jazz,Gator Of Physically,Houston Texans,Christina,Bender,general_education,Went to Lakeside School,Federated Building Bell,Works aswaiter atFederated Building Bell,"['Guardians of the Galaxy Vol. 2', 'Inception', 'Suicide Squad']","['Rogue One: A Star Wars Story', 'Colossal', 'Dawn of the Planet of the Apes']",Essentials of Classic Italian Cooking,The Days Are Just Packed: A Calvin and Hobbes Collection,Passion's Reign,"Marcella Hazan, Karin Kretschmann",Bill Watterson,Karen Harper,Creamy Polenta with Sausages and Roasted Grapes ,Japanese Noodles with Bok Choy and Tofu ,Mushroom Quesadillas ,Heath,OH,1,slytherin,reptiles,Adventure,LEGO Batman: The Videogame,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
980,25.0,female,married,hip-hop,Puzzling Of Missle,Cleveland Browns,Mary,Costanza,master,Went to Columbus College,Graphics Bell North,Works asmanager atGraphics Bell North,"['The Jungle Book', 'Sausage Party', 'Harry Potter and the Goblet of Fire']","[""Pirates of the Caribbean: Dead Man's Chest"", 'King Arthur: Legend of the Sword', 'Harry Potter and the Chamber of Secrets']",The Penelopiad,Beautiful Bastard,The Weird Sisters,Margaret Atwood,Christina Lauren,Eleanor Brown,Grapefruit Alaska ,Mashed Potatoes with Caramelized Garlic and Parsnips ,Pan-Seared Scallops with Smoked-Tomato Butter and Warm Spinach Salad ,Skyland Estates,VA,1,gryffindor,reptiles,Fighting,Tekken 2,440,2,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
981,39.0,female,single,electronic,M.W.L.,Atlanta Falcons,Bertie,Vogt,general_education,Went to Sandalwood School,Max Provider Max,Works aswaiter atMax Provider Max,"['Rise of the Planet of the Apes', 'I Spit on Your Grave III: Vengeance is Mine', 'Amityville: The Awakening']","['Inside Out', 'The Hateful Eight', 'Braveheart']",Fueled,Never Have I Ever ,My Family and Other Animals,K. Bromberg,Sara Shepard,"Gerald Durrell, Helma Lapiņa",Orange and Fennel Poached Sole ,Franco American Shortcake ,Grilled Garlic Chicken with Bell Peppers ,Carmel,IN,3,hufflepuff,dogs,Fighting,Tekken 2,0,8,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
982,23.0,female,married,country,Vertebrate Exhibition,Jacksonville Jaguars,Vernice,Carlson,bachelor,Went to Savanna Technical School,Software Systems Omega,Works asbankerat Software Systems Omega,"['Back to the Future', 'Cars', 'Inside Out']","['Final Destination', 'The Autopsy of Jane Doe', 'Krampus']",Sapphique,Tower Lord,Marvels,Catherine Fisher,Anthony  Ryan,"Kurt Busiek, Alex Ross",Pasta with Tomatoes and Goat Cheese ,"Shrimp, Zucchini and Red Bell Pepper Bisque ","Chopped Salad with Feta, Olives, and Pita Croutons ",Vandervoort,AR,1,gryffindor,fish,MMO,Dragon Quest X,0,2,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
983,25.0,female,single,tibetian throat singing,,New York Giants,Ana,Cooper,general_education,Went to Independence Technical School,Research Design,Works ascook atResearch Design,"['もののけ姫', 'Blade: Trinity', 'Harry Potter and the Goblet of Fire']","['Dracula', 'The Notebook', 'Gone with the Wind']",Tinkers,The Aquitaine Progression,When Calls the Heart,Paul Harding,Robert Ludlum,Janette Oke,Dulce de Leche Half-Moons ,Lavender Honey Tea Bread ,Sauteed Pork Tenderloin and Pears in Mustard-Port Sauce ,Kimberly,WV,4,slytherin,reptiles,Platform,LittleBigPlanet,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
984,44.0,male,single,tibetian throat singing,,Seattle Seahawks,Anthony,Lagasca,doctor,Went to Vista University,Federated Venture Bell,Works as professor at Federated Venture Bell,"['The Conjuring 2', 'Underworld: Blood Wars', 'Incarnate']","['The Last of the Mohicans', 'Pride & Prejudice', 'Annie Hall']",,Main Street,The Clan of the Cave Bear,Nancy Thayer,Sinclair Lewis,Jean M. Auel,Chicken Vesuvio ,Peaches with Lemon Verbena Cream ,Oregon Pear 75 ,Blunt,SD,4,slytherin,birds,Strategy,Mario + Rabbids: Kingdom Battle,0,10,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
985,23.0,female,married,hip-hop,Charity Atrophy,Dallas Cowboys,Cora,Mccoy,general_education,Went to Coral Springs High School,Construction Pacific Bell,Works asbus_driverrepairperson atConstruction Pacific Bell,"['Logan', 'Batman Begins', 'Batman Begins']","['What Happened to Monday', 'The Bad Batch', 'Rogue One: A Star Wars Story']",キッチン [Kitchen],Bloodfever,"Transmetropolitan, Vol. 5: Lonely City","Banana Yoshimoto, Megan Backus",Karen Marie Moning,"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",Tarte au Sucré ,Lemon-Lime Basil Shortbread Cookies ,Bruschetta with Caponata ,Fort Leonard Wood,MO,2,ravenclaw,horses,Platform,Crash Bandicoot: The Wrath of Cortex,70,6,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
986,6.0,male,single,classical,Ludwig van Beethoven,Philadelphia Eagles,Leon,Holifeild,none,Goes to Village Elementary,unemployed,,"['Colossal', 'The Lego Batman Movie', 'Ice Age: The Meltdown']","['Dead Poets Society', 'The Circle', 'Braveheart']","""O"" is for Outlaw",You Are Special: A Story for Everyone,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",Sue Grafton,Max Lucado,"Robert Henri, Forbes Watson, Margery A. Ryerson",Crispy Chicken Sandwich with Buttermilk Slaw and Herbed Mayo ,Gluten-Free Orange Almond Coconut Muffins ,Pickled Scallions ,Morrill,NE,4,slytherin,reptiles,Action-Adventure,Assassin's Creed III,0,3,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
